id,reviewerName,hotelId,overallScore,reviewText,cleanlinessScore,comfortScore,serviceScore,foodScore,locationScore
734,Merry L. P. ,1000000000000,9.4,"The service is good, friendly employees &quot;, the rooms are clean, the bathrooms are clean, but wifinya ugly, wifi so just 6 hours doang. Thanks traveloka.",10.0,9.4,9.4,9.4,9.4
751,Diosnardo R. ,1000000000000,9.4,"Friendly staffs, near w seminyak beach, good location",10.0,9.4,9.4,9.4,9.4
769,Sofyan J. S. ,1000000000000,9.4,"Very clean, very beautiful rooms, facilities ok and friendly at .. His ministry recommended for brikutnya holiday ..",10.0,9.4,9.4,9.4,9.4
1130,A N. A. Z. ,1000000000000,9.4,"The room and interior design is very comfortable, from the 6th floor looks GWK, friendly staff, the breakfast menu is quite varied. I&#39;ll be back :)",10.0,9.4,9.4,9.4,9.4
1180,Ayu M. N. ,1000000000000,9.4,"Very pleasant, full facilities, but not handtowel, rooms are good, breakfast is good.",8.0,9.4,9.4,9.4,9.4
1366,Rini R. ,1000000000000,9.4,Everything OK. Only breakfast has to wait long to get refill food. And need supervision so that foreign or local guests do not have the opportunity to apply arbitrarily when taking food with their tablespoons Directly.,10.0,9.4,9.4,9.4,9.4
1414,Aulil A. H. ,1000000000000,9.4,Overall it&#39;s been good. However the variation for breakfast is less.,10.0,9.4,9.4,9.4,9.4
1417,Vincentius V. ,1000000000000,9.4,"Breakfast is very tasty, especially the soup of the meat I like really like mama cuisine .. Welcome drinknya healthy vegetable juice .. Overall, everything is good, just lighting the front of the room is less bright at night .. But, it&#39;s okay .. thank",10.0,9.4,9.4,9.4,9.4
1511,Micka K. ,1000000000000,9.4,"His room was baguss, and by chance yesterday i was upgraded to a junior suite because i asked for double bed, tp double bed was not there.",10.0,9.4,9.4,9.4,9.4
1529,Rahel R. ,1000000000000,9.4,"Nice. the rooms are clean, spacious and comfortable..very good lighting on the bathroom floor only if the basaj is so slippery. The others are okay. The service is nice and all the friendly",10.0,9.4,9.4,9.4,9.4
1532,Andrias M. ,1000000000000,9.4,All is okay and convenient except the parking lot is very lacking. during the 2 night stay we parked in a vacant lot near the hotel.,10.0,9.4,9.4,9.4,9.4
1625,Euis J. ,1000000000000,9.4,"The hotel is simple, clean and comfortable enough, air conditioning, hot water, electric heater all work well, breakfast is quite varied, friendly service,",10.0,9.4,9.4,9.4,9.4
1627,Richy A. ,1000000000000,9.4,Everything is nice just the shower water aja too small,10.0,9.4,9.4,9.4,9.4
1631,Vitriana S. ,1000000000000,9.4,"comfortable, large rooms, good service",10.0,9.4,9.4,9.4,9.4
1643,Muhammad S. N. ,1000000000000,9.4,Strategic location. Close to the beach,10.0,9.4,9.4,9.4,9.4
1727,Hendro S. ,1000000000000,9.4,"Comfortable quiet and strategic, friendly",10.0,9.4,9.4,9.4,9.4
1737,Putri R. ,1000000000000,9.4,"Staff are friendly, the food is good, the service is good and there are daycare brg krn timeout check out, we bs jalan2 dl without bringing BYK brg and it JRG encountered in other hotels. Thanks horizon ... next time nginep lg on the horizon ...",10.0,9.4,9.4,9.4,9.4
1749,Septian B. ,1000000000000,9.4,"Nice hotel, the cheap, clean morning breakfast had precedence. Steady horizon !!!",10.0,9.4,9.4,9.4,9.4
1781,Lavny S. M. ,1000000000000,9.4,"Like very same place, his hotel design is also unique, shades rooftoopnya also ok.",10.0,9.4,9.4,9.4,9.4
1829,Suwanto S. ,1000000000000,9.4,We are very satisfied in our romantic holiday and at that time was my birthday. Our privacy is maintained.,10.0,9.4,9.4,9.4,9.4
1858,Kadek A. P. ,1000000000000,9.4,Very impressive for us to spend the night dhorison jimbaran. Service is also accompanied by a nice clean environment.,10.0,9.4,9.4,9.4,9.4
2018,A A. I. W. ,1000000000000,9.4,Cheap price with good quality!,10.0,9.4,9.4,9.4,9.4
2040,Sylvester R. I. F. P. ,1000000000000,9.4,"Clean, nice and tidy.. Friendly staff and professional skill.. Have movie channel more than I can watch, because hard to choose. We love it",10.0,9.4,9.4,9.4,9.4
2106,Iwan I. ,1000000000000,9.4,Nice place.. we will be back again.,8.0,9.4,9.4,9.4,9.4
2119,Eri S. ,1000000000000,9.4,"Awesome and very comfortable.
",10.0,9.4,9.4,9.4,9.4
2140,Eka S. ,1000000000000,9.4,"Good hotel for reasonable price. Overall everything is good, is worth what you pay. I always comeback",10.0,9.4,9.4,9.4,9.4
2251,Louisa M. F. ,1000000000000,9.4,"Conveniently near places to eat near Kuta and others and certainly murce prices, but not cheap.",8.0,9.4,9.4,9.4,9.4
2297,Sulistio W. N. ,1000000000000,9.4,"Very satisfied with this hotel. In addition to the very affordable / low budget room rates. strategic location, lots of halal food around the hotel, spacious rooms and exclusive interiors. We are planning a reservation again to Bali, thank you.",8.0,9.4,9.4,9.4,9.4
2436,Dwi Z. ,1000000000000,9.4,"Clean and fragrant room. WC is also clean. It&#39;s just not cold enough. I got sweat. Fortunately, husbands also can&#39;t stand using air conditioners, everything is okay overall. Next, if you go to Bali, you will come here again. Fast and friendly serv",10.0,9.4,9.4,9.4,9.4
2484,Octaviana O. ,1000000000000,9.4,"The room is clean, bright light, available hirdyer and electric kettle, clean bathroom can shampoo and shower soap for hair, keep the AC really cold, really like the layout of the furniture. The air conditioner just leaked but it&#39;s ok. Please make ano",10.0,9.4,9.4,9.4,9.4
2506,Zefanya C. S. ,1000000000000,9.4,"The place is clean, strategic access, near many culinary places. Pool is rather small but.",10.0,9.4,9.4,9.4,9.4
2608,Rico S. ,1000000000000,9.4,"The rooms are clean and nice, the facilities are quite complete, the location is strategic enough, the staff is friendly and communicative.",10.0,9.4,9.4,9.4,9.4
2807,Ulfa P. W. W. ,1000000000000,9.4,"Strategic location, the room was clean but the air conditioning kept it dripping onto the floor. For honeymoon passable.",10.0,9.4,9.4,9.4,9.4
2863,Levina H. ,1000000000000,9.4,"The hotel is clean, comfortable, service okay ..",10.0,9.4,9.4,9.4,9.4
2946,Christian H. ,1000000000000,9.4,"Everything is ok, just please be repaired conditioned dikamar 222 for leak",10.0,9.4,9.4,9.4,9.4
2973,Hermawanto H. ,1000000000000,9.4,The place is cozy and clean rooms located ..,10.0,9.4,9.4,9.4,9.4
3012,Chris R. P. P. ,1000000000000,9.4,"Clean, with a cheap price",10.0,9.4,9.4,9.4,9.4
3046,Kevin R. ,1000000000000,9.4,Ok clean comfort room service at attractive prices.,10.0,9.4,9.4,9.4,9.4
3117,Elvin P. ,1000000000000,9.4,Very good. Continue to maintain.,8.0,9.4,9.4,9.4,9.4
3202,Alice A. ,1000000000000,9.4,Nice room with quite cheap price. The owner is very friendly. The toilet was a little smelly.,8.0,9.4,9.4,9.4,9.4
3243,Irnywaty I. ,1000000000000,9.4,Friendly staff. Nice and simple food. Good price and location.,8.0,9.4,9.4,9.4,9.4
3288,Dianna D. ,1000000000000,9.4,"Very strategic location from downtown ubud, although the night is jammed we can walk. Parking location is not there but officer minimarket minimally happy to provide parking in front of his store. For the rooms and comfort it is very good.",10.0,9.4,9.4,9.4,9.4
3318,Fajar P. N. ,1000000000000,9.4,Cool place for who want to explore Ubud.,10.0,9.4,9.4,9.4,9.4
3328,Aldisa S. ,1000000000000,9.4,"Her staff is friendly, clean his room, its location and the atmosphere was fun, but sometimes his staff rather not stand by. but for a hotel costing this much really, really okay lah!",10.0,9.4,9.4,9.4,9.4
3437,Gaby N. R. ,1000000000000,9.4,Overall my stay here was great. Unfortunately my room was fully booked but I got free upgrade so thatâ€™s ok. The staffs were really helpful and friendly. The food was great. Many options and I like it. But the floors were a bit sticky,8.0,9.4,9.4,9.4,9.4
3447,Adrian R. P. ,1000000000000,9.4,Great! The room is clean and comfortable!,10.0,9.4,9.4,9.4,9.4
3458,Dwi D. ,1000000000000,9.4,"I have great time for staying in this hotel. The gym facilities are good and well, it has for running, weight lifting, cycling. The swimming pool is clean, but you must bring the towel yourself. The breakfast is contain bread, food, indonesia food, some j",10.0,9.4,9.4,9.4,9.4
3508,Oloppy S. ,1000000000000,9.4,"It was a great stay at Paragon with my husband, great room, great ambience, great location, and amazing staff! Well done guys! Thank you for your service.",8.0,9.4,9.4,9.4,9.4
3525,Faliq G. ,1000000000000,9.4,"Good location, fast internet access, near from tourist attraction, good staff",10.0,9.4,9.4,9.4,9.4
3532,Syamimie O. ,1000000000000,9.4,I stay for two days with my love. Everything was fine. Clean room. Staff was good and helpful. Location was great. Near to many good restaurant. We walk from Double six beach to the hotel about 30 mins. I would stay here again if I come back to Bali. Love,8.0,9.4,9.4,9.4,9.4
3562,Anny A. ,1000000000000,9.4,the hotel is good staff very friendly.i think I will be back again,10.0,9.4,9.4,9.4,9.4
3640,Nur L. M. ,1000000000000,9.4,"The receptionist is very friendly, the hotel atmosphere is comfortable and quiet, the interior is wooden and warm, the swimming pool is clean and the rooms are very nice.",10.0,9.4,9.4,9.4,9.4
3650,Nabbilah A. ,1000000000000,9.4,"Hotel near the beach, comfortable, good food, friendly service.",10.0,9.4,9.4,9.4,9.4
3714,Putu I. P. S. ,1000000000000,9.4,"Hotels that provide great comfort, are perfect for a romantic break and far from the reach of the hustle and bustle of the city.",10.0,9.4,9.4,9.4,9.4
3758,Sondang K. L. T. ,1000000000000,9.4,It&#39;s nice because we get an upgrde room to a junior suite at no extra cost because there are a group of tourists from china. The service is good and the atmosphere is calm. Strategic location so close if you want to go anywhere.,8.0,9.4,9.4,9.4,9.4
3765,Rizki L. W. ,1000000000000,9.4,The room is clean and needs to fix the drains in the closet and shower.,10.0,9.4,9.4,9.4,9.4
3782,Prima H. ,1000000000000,9.4,"Initially there was a misscom because the rooms that were given did not match what I ordered, the staff response was amazingly quick in handling. Moving rooms up to 3 staff at once who handle so sigapnya. The friendliness of the champion staff! Our disapp",8.0,9.4,9.4,9.4,9.4
3795,Caesar N. ,1000000000000,9.4,The view from the room is good and its location is also strategic,10.0,9.4,9.4,9.4,9.4
3810,Vivi F. ,1000000000000,9.4,"So happy with Paragon Ayola! Rooms are spacious bgt, probably because my message Premier Plus. Clean, comfortable, great view of the room. One window overlooking the pool and a balcony overlooking the trees despite the heat so that was opened during the d",8.0,9.4,9.4,9.4,9.4
3827,Reza R. ,1000000000000,9.4,"Nice hotel and comfortable, not noisy.",8.0,9.4,9.4,9.4,9.4
3837,Wiwi W. ,1000000000000,9.4,"Good hotel, Excellent service, comfortable rooms, quiet atmosphere, perfect for honeymoon. My husband and I booked Premier Plus room complete with bath tube and decor for honeymoon. Very satisfied. Thank you Paragon.",10.0,9.4,9.4,9.4,9.4
3844,Niemas P. W. ,1000000000000,9.4,The location is perfect for a honeymoon vacation because it is not too crowded and quite private. But also not too far away from the hustle of Seminyak just a 5-10 minute drive to the motor. Staff are very friendly and helpful. Hotel provides rental bike ,8.0,9.4,9.4,9.4,9.4
3847,Melisa V. ,1000000000000,9.4,His staff really friendly and really enjoy the room. In accordance with the drawings and make feel at home really.,8.0,9.4,9.4,9.4,9.4
4169,Sulistyorini T. H. ,1000000000000,9.4,"All the things in Kutabex was great! except one thing, hot water in our room doesnâ€™t work well",10.0,9.4,9.4,9.4,9.4
4218,Rizki R. ,1000000000000,9.4,Thank you! The service you are very good!,10.0,9.4,9.4,9.4,9.4
4302,Alamanda M. P. M. ,1000000000000,9.4,Great hotel with a great location,10.0,9.4,9.4,9.4,9.4
4340,Fika B. ,1000000000000,9.4,"Great beachfront hotel. The reception accommodated all requests and staffs were also helpful. Great rooftop pool and resto, though it was too small and shallow. Clean room and shower, toilet was fine. Big 40"" TV was an additional treat.",8.0,9.4,9.4,9.4,9.4
4379,Nurul M. ,1000000000000,9.4,Recommended for new married couple.. Very comfortable.. Nice sunset from The Seven Rooftop bar..,8.0,9.4,9.4,9.4,9.4
4383,Junius A. B. W. ,1000000000000,9.4,Clean place and nice views at Kuta Beach.,10.0,9.4,9.4,9.4,9.4
4596,Puji C. ,1000000000000,9.4,"Breakfast is okay, the rooms are okay, the location is really okay, the staff are helpfull, will come back here if you go back to Bali.",10.0,9.4,9.4,9.4,9.4
4598,Tri W. B. U. ,1000000000000,9.4,"We arrived to the hotel before check-in time, Luckily the friendly receptionist offered to leave our luggage while we stayed for a walk out, strategic location in front of Kuta beach, at night there are many choices of culinary around, want to go to Legia",8.0,9.4,9.4,9.4,9.4
4694,Marsono M. ,1000000000000,9.4,"Everything is very good, only there is no smoking room type.",8.0,9.4,9.4,9.4,9.4
4751,Santiaji A. ,1000000000000,9.4,The experience of staying at this hotel is pleasant. Very close to Kuta beach with a swimming pool overlooking the beach. It is suitable to enjoy the sunset in the swimming pool adjacent to the restaurant.,10.0,9.4,9.4,9.4,9.4
4805,Ahmad H. ,1000000000000,9.4,It is perfect for couples who want a honeymoon.,10.0,9.4,9.4,9.4,9.4
4816,Anita S. D. ,1000000000000,9.4,Good and top strategic location.,8.0,9.4,9.4,9.4,9.4
4820,Salmi H. ,1000000000000,9.4,When leaving the hotel in a state of disarray but when returning the hotel is in a neat state and nothing has disappeared.,10.0,9.4,9.4,9.4,9.4
4858,Ganes D. M. ,1000000000000,9.4,"The rooms are exactly like the photos on the website. The location is right on the edge of Kuta beach, and access to food is plenty, close to Beachwalk mall. ðŸ˜˜ For those who bring the car parking is available in the basement. Breakfast is quite varied,",8.0,9.4,9.4,9.4,9.4
5052,Marlin V. K. ,1000000000000,9.4,"Love this hotel. The atmosphere is very calm, the room is quite large with all the attractive designs and to replace no window, they replace it by providing a small garden in the room. Food is quite good and there are many choices. Rooftop view is also in",10.0,9.4,9.4,9.4,9.4
5075,Ismulyanto I. ,1000000000000,9.4,"Strategically, the price is not expensive for the facilities obtained if the escalator can turn on",10.0,9.4,9.4,9.4,9.4
378,Budi H. ,1000000000000,4.5,"Bad service, very bad, no more staying at this hotel. ",4.0,4.5,4.5,4.5,4.5
2875,Yohanes W. ,1000000000000,4.5,room floor dirty and nasty once,4.0,4.5,4.5,4.5,4.5
2272,Rizma S. ,1000000000000,6.0,"The signal in the room is very difficult. so if there is an important matter to call or to the internet, you must go down to the lobby. and that&#39;s very annoying.",6.0,6.0,6.0,6.0,6.0
3678,Fransiska D. U. ,1000000000000,6.0,"1. I checked in at 21.00, just happened to arrive in Bali at that time, order an exclusive deal room. When I arrived at the hotel I was told that if I was told to wait 8 minutes because I still wanted to combine 2 beds into 1. Obviously in Traveloka there",6.0,6.0,6.0,6.0,6.0
3681,Kenny S. D. ,1000000000000,6.5,"very basic. less in accordance with the name of the room type, namely premiere",6.0,6.5,6.5,6.5,6.5
618,Dewi D. ,1000000000000,7.0,"Staff are friendly, rooms are clean and close to everywhere.",8.0,7.0,7.0,7.0,7.0
2066,Fransiska R. D. ,1000000000000,7.0,"Good, over all good job as always",8.0,7.0,7.0,7.0,7.0
54,Ida B. G. D. W. ,1000000000000,8.5,Good vibes good room and cheap enough,8.0,8.5,8.5,8.5,8.5
55,Ida B. G. D. W. ,1000000000000,8.5,Good vibes good room.. cozy and of course cheap!,8.0,8.5,8.5,8.5,8.5
261,Dinda K. W. ,1000000000000,8.5,Harris Hotel has a strategic place from seminyak area :),8.0,8.5,8.5,8.5,8.5
329,David P. ,1000000000000,8.5,"Great room, affordable price, great location",8.0,8.5,8.5,8.5,8.5
341,Susanti S. ,1000000000000,8.5,Good but toilet maintenance need to be improve,8.0,8.5,8.5,8.5,8.5
345,Yovinta P. H. P. ,1000000000000,8.5,"It was great staying with Harris Hotel Seminyak, hope I can stay here again someday.",8.0,8.5,8.5,8.5,8.5
500,Carlo F. A. ,1000000000000,8.5,"Super friendly service, dear you can&#39;t smoke in the room. The rest is really good.",8.0,8.5,8.5,8.5,8.5
624,Haryanto H. ,1000000000000,8.5,"I once stayed in the room on the 1st floor, really when the night is quite noisy with the sound of sound like people membonhkar2 goods.",8.0,8.5,8.5,8.5,8.5
763,Windy W. ,1000000000000,8.5,Fresh juice enakkk her. are comfortable and clean,8.0,8.5,8.5,8.5,8.5
1047,Yuliarti Y. ,1000000000000,8.5,Nice and comfortable room and also friendly service.,8.0,8.5,8.5,8.5,8.5
1221,Francisca N. ,1000000000000,8.5,The room is clean but the hallway is dark at night. okay service.,8.0,8.5,8.5,8.5,8.5
1426,Eriska D. P. ,1000000000000,8.5,"Very close to the airport, culinary was easy, very convenient, strategic.",8.0,8.5,8.5,8.5,8.5
1718,Prisca P. ,1000000000000,8.5,The shower shower shower is small.,8.0,8.5,8.5,8.5,8.5
1870,Felix N. ,1000000000000,8.5,Hotel as a whole still ok just drink water showernya less tight.,8.0,8.5,8.5,8.5,8.5
2067,Fransiska R. D. ,1000000000000,8.5,Good excellent and so homy place,8.0,8.5,8.5,8.5,8.5
2078,Silvia L. ,1000000000000,8.5,Good and so clean. enjoy it.,8.0,8.5,8.5,8.5,8.5
2092,Ismi A. ,1000000000000,8.5,"It was a nice hotel, nice room with air-con and nice hot shower. Staff are friendly and helpful.",8.0,8.5,8.5,8.5,8.5
2114,Fransiska R. D. ,1000000000000,8.5,Strategic place and feel so hommy,8.0,8.5,8.5,8.5,8.5
2116,Yuvike Y. ,1000000000000,8.5,Nice cozy hotel. The wifi is so good too!,8.0,8.5,8.5,8.5,8.5
2396,Apriliani A. ,1000000000000,8.5,"Satisfied holidays to Bali at this hotel because the location is strategic from snacks and even borrowing vehicles is very fast, the service is very friendly at check-in does not wait long.",8.0,8.5,8.5,8.5,8.5
2452,Mega P. ,1000000000000,8.5,"Comfortable, clean rooms, strategic location.",8.0,8.5,8.5,8.5,8.5
2650,Sagita F. P. ,1000000000000,8.5,"With a relatively cheap price, this hotel is quite recommended. The best thing is their bed &amp; pillows, so soft and comfy! Next to the hotel there is a warung bu Andhika which is open 24 hours and close to the culinary center Dewi Dewi. The swimming po",8.0,8.5,8.5,8.5,8.5
2713,Helena A. ,1000000000000,8.5,"Good enough, the service and the room clean. Cleaning room every day. Strategic location of many foodmen. Delat with food center. Not too dense because there in before its crowded areas kuta etc. So good, will come back here again if kebali",8.0,8.5,8.5,8.5,8.5
2794,Trixie T. ,1000000000000,8.5,Strategic ... cheap ... clean ....,8.0,8.5,8.5,8.5,8.5
2888,Nur A. ,1000000000000,8.5,Good from all angles. But only his breakfasts were less varied.,8.0,8.5,8.5,8.5,8.5
2948,Mardhatillah N. A. P. ,1000000000000,8.5,Very satisfying and the service is okay.,8.0,8.5,8.5,8.5,8.5
3067,Donny W. ,1000000000000,8.5,Anywhere near. Strategic! Only in the last night the AC was leaking.,8.0,8.5,8.5,8.5,8.5
3084,Chandra C. ,1000000000000,8.5,Her hotel is clean and comfortable. There is a small pool for swimming. Breakfast is ok,8.0,8.5,8.5,8.5,8.5
3085,Eva S. H. ,1000000000000,8.5,Nice room..strategic location..have parking area..,8.0,8.5,8.5,8.5,8.5
3305,Siti L. ,1000000000000,8.5,"The place is clean with the atmosphere of Ubud quiet, but the bed and blanket moisture buildup, breakfast was great standard, to the monkey forest Jln feet about 20 minutes.",8.0,8.5,8.5,8.5,8.5
3563,Bernadeth B. A. ,1000000000000,8.5,"Great location. Friendly staff. Clean and spacious room -- but little bit fuggy. It'd be great if the hotel management improves this. Overall, it's really worth the price!",8.0,8.5,8.5,8.5,8.5
3716,Melania M. ,1000000000000,8.5,The hotel is comfortable. Bathroom water is slow.,8.0,8.5,8.5,8.5,8.5
3930,Susane P. ,1000000000000,8.5,Like to be here.. Close from kutabeach just cross the street and lots of culinary places arround here.. My room is just near the lobby hotel.. And clean.. But little bit noisy in front of hotel if you bring kids..,8.0,8.5,8.5,8.5,8.5
4194,Grasie T. ,1000000000000,8.5,"Hotel location is good near to the beach just cross the road, near beackwalk mall, room at basement and no windows. The service is good.",8.0,8.5,8.5,8.5,8.5
4262,Nia S. K. ,1000000000000,8.5,Nice sea view and Rooftop Restaurant ,8.0,8.5,8.5,8.5,8.5
4460,Junaydi J. ,1000000000000,8.5,Good location in kuta beach - bad breakfast,8.0,8.5,8.5,8.5,8.5
4620,Harry W. ,1000000000000,8.5,"Location is right opposite Kuta beach, good breakfast, view from the rooftop is great.",8.0,8.5,8.5,8.5,8.5
4777,Wisnu L. ,1000000000000,8.5,"Very comfortable hotel, recommended for honeymooners",8.0,8.5,8.5,8.5,8.5
4780,Osha R. ,1000000000000,8.5,"Comfortable rooms, great housekeeping, special request &quot;need iron&quot; is fulfilled, even though in other hotels it can never be fulfilled. Breakfast is quite varied, different from every day. Very nice asoy pool can see the sunset while swimming, t",8.0,8.5,8.5,8.5,8.5
4807,Oscar N. ,1000000000000,8.5,"Our subscription to Kuta, okay prices okay facilities, 3 star but 5 star service.",8.0,8.5,8.5,8.5,8.5
652,Giovanna N. R. ,1000000000000,9.0,Location and cleanliness was nice. The staffs are friendly. But for the food is not delicious and long direfill.,10.0,9.0,9.0,9.0,9.0
2141,Andryan A. ,1000000000000,9.0,The bed is big enough for 3 people. Internet connection is fast. But there's no refrigerator and breakfast is not tasty.,10.0,9.0,9.0,9.0,9.0
2194,Chandra C. ,1000000000000,9.0,So far so good. Thank's a lot.,10.0,9.0,9.0,9.0,9.0
2936,Cindy C. ,1000000000000,9.0,"Her room is good, further enhanced food menu.",8.0,9.0,9.0,9.0,9.0
123,Dewi H. ,1000000000000,10.0,"This hotel very good location. Recomended. Breakfast good, room very clean.",10.0,10.0,10.0,10.0,10.0
239,Mutiara D. R. ,1000000000000,10.0,"The service is excellent. The room is clean and comfortable. Quiet area and we love it. Foods are good and breakfast variety is also good. Nice to hangout at Harrisimo, they have nice ambience and food. No complain at all about this hotel. Sure we will st",10.0,10.0,10.0,10.0,10.0
499,Prisilia P. ,1000000000000,10.0,"The hotel is really clean and the service is super good, the receptionist is also swift and not arrogant. I rented a car and happened to have a valet, the security guard and crew there served well, the room was cleaned every day and not dirty. Anyway, sup",10.0,10.0,10.0,10.0,10.0
979,Meliyana K. ,1000000000000,10.0,Friendly staff and comfortable in the great location.,10.0,10.0,10.0,10.0,10.0
1336,Patricia W. ,1000000000000,10.0,"The rooms are clean, the food is varied and tasty, just the good stuff",10.0,10.0,10.0,10.0,10.0
1649,Citra H. R. ,1000000000000,10.0,"Highly recommend this hotel if returning to Bali. I really need a hotel that is close to GWK and everything is very well fulfilled, very satisfied with the staff service, comfort, rooms according to photos, only wifii access needs to be improved. Always s",10.0,10.0,10.0,10.0,10.0
1711,Wahyu A. ,1000000000000,10.0,Excellent service and comfort.,10.0,10.0,10.0,10.0,10.0
2039,Janice B. ,1000000000000,10.0,The room is clean and comfortable. The staffs are friendly and very helpful. We checked in at the same time with the 6 Ritcher earthquake in Lombok island. Gladly our room was near to the stairs. I learned that the staffs were in good trained (they stayed,10.0,10.0,10.0,10.0,10.0
2167,Retno S. ,1000000000000,10.0,Good place and comfortable for staying,10.0,10.0,10.0,10.0,10.0
3103,Sartika N. H. ,1000000000000,10.0,Less place spanya office just is not good and the employees do not stay at the hotel spanya,10.0,10.0,10.0,10.0,10.0
3549,Jonas P. ,1000000000000,10.0,This place is so good & exellent,10.0,10.0,10.0,10.0,10.0
3805,Jenny I. ,1000000000000,10.0,Quite nice &amp; good location near shopping and culinary.,10.0,10.0,10.0,10.0,10.0
3880,Yonder W. A. ,1000000000000,10.0,Very good hotel. I am very satisfied.,10.0,10.0,10.0,10.0,10.0
4359,Meiny L. U. ,1000000000000,10.0,I love this hotel... will come and stay in this hotel again ...,10.0,10.0,10.0,10.0,10.0
4697,Syamsul B. ,1000000000000,10.0,"It&#39;s really a favorite, the food in the restaurant is delicious and there are many variations. View is also the best.",10.0,10.0,10.0,10.0,10.0
2336,Stenny S. ,1000000000000,5.8,"A gloomy dark hotel, very hot air conditioning, not cold. The water pool is as dirty as it is, the fish pond is cleaner if you look at it instead. bathroom smells. First, the bathroom floor check-in was wet and smelled of urine, the air conditioner was no",6.0,5.8,5.8,5.8,5.8
2006,Galih D. K. W. ,1000000000000,6.3,1. Access card cannot be used to open the door. Should go back to receptionist 2 times. 2. The AC is not working properly. Contacted the receptionist but very slow response.,8.0,6.3,6.3,6.3,6.3
2339,Fonliana F. ,1000000000000,6.3,"Okay location. Service is not okay. Room key 2 times can&#39;t be opened until it has to go up and down, the elevator is too long, and especially the air conditioner is not cold at all. Hopefully the AC will be repaired soon.",10.0,6.3,6.3,6.3,6.3
3937,Ruriana U. ,1000000000000,6.3,"Air conditioner remote not working, breakfast many varians but not good enough, guest service not friendly",8.0,6.3,6.3,6.3,6.3
4624,Tatia T. ,1000000000000,6.3,"The strategic location of the room is pretty good but the bathroom smells really bad, and the breakfast food is non-existent and there is no chicken, no meat even the food is always all gone.",8.0,6.3,6.3,6.3,6.3
2380,Fauzia V. ,1000000000000,8.6,"All services are good but a lot of shortcomings. The bed linen is not clean, lots of stains, the reception staff service is less welcome, the shower water smells of the toilet besides that is good and quite good for the price of this cheap room.",6.0,8.6,8.6,8.6,8.6
3679,Yulia A. ,1000000000000,8.6,"For the price of a premium room with a bathub which is quite expensive (around 1 million), this hotel is less worth the price. Although the service is good and friendly, but the rooms are just ordinary. The kettle for cooking hot water was a little broken",6.0,8.6,8.6,8.6,8.6
4589,Bong S. ,1000000000000,8.6,"strategic hotel location, close to the beach and beachwalk mall. The location of the road is very congested, for the hotel room there is no window, the staff is less friendly.",8.0,8.6,8.6,8.6,8.6
129,Anita A. ,1000000000000,9.1,The staffs are friendly and helpful.,10.0,9.1,9.1,9.1,9.1
302,Arifaldi D. ,1000000000000,9.1,This is not my first time staying at Harris and it has been always enjoyable. But there is a slightly different service now compared to last year that the hotel no longer has dedicated area of beach in Double Six beach. They used to have special area ther,10.0,9.1,9.1,9.1,9.1
353,Arifaldi D. ,1000000000000,9.1,always stay here and very much value for money,8.0,9.1,9.1,9.1,9.1
526,Marcella A. S. ,1000000000000,9.1,"I love it, I have stayed here 5 times every time to Bali. Like the point.",8.0,9.1,9.1,9.1,9.1
987,Nur F. N. O. ,1000000000000,9.1,A great location. a lot of halal eateries outside the hotel. book for twin bed but given a queen bed. but its spacious enough for both of us.,8.0,9.1,9.1,9.1,9.1
1002,Sendy J. ,1000000000000,9.1,The food was delicious. room service are responsive,8.0,9.1,9.1,9.1,9.1
1019,Yonardi S. N. ,1000000000000,9.1,"Spacious room, great location, great deal.",10.0,9.1,9.1,9.1,9.1
1205,Anindita R. ,1000000000000,9.1,"Comfortable, friendly service, clean and very cheap hotel, very recommended.",10.0,9.1,9.1,9.1,9.1
2021,Firnia D. S. ,1000000000000,9.1,Very cheap but with good quality! Perfect location and very nice staff. High recommended!,8.0,9.1,9.1,9.1,9.1
2047,Uswatun K. ,1000000000000,9.1,Always nice staying here ... clean room ... great location ,8.0,9.1,9.1,9.1,9.1
2878,Fourenty K. ,1000000000000,9.1,"Strategic location close to amenities and culinary center. The rooms are spacious, clean and comfortable. Personnel are friendly and the main very affordable price for young kids",10.0,9.1,9.1,9.1,9.1
3262,Hendra W. ,1000000000000,9.1,"The room has a comfortable place, the room is clean, the air conditioner is cold, hot water to take a hot shower, left and right to eat a lot and there is also a mini market. Get aqua, there is a bath towel. To tourist attractions can walk or rent a motor",8.0,9.1,9.1,9.1,9.1
3551,Rizky S. ,1000000000000,9.1,Great room with balcony. Near canggu beach,8.0,9.1,9.1,9.1,9.1
3738,Liliany T. T. ,1000000000000,9.1,"The location is really good. Near anywhere (by car), close to cafes and other places that are Hits in Bali. The rooms are also nice, very spacious, the staff is also friendly, the price is really friendly",8.0,9.1,9.1,9.1,9.1
3842,Aria B. ,1000000000000,9.1,"Her hotel was nice, comfortable, clean and staff jg ramah2, just jammed obstacle course if afternoon",10.0,9.1,9.1,9.1,9.1
4386,Sherly M. ,1000000000000,9.6,"strategy location, good service and good performance everynight. and best view from rooftop",6.0,9.6,9.6,9.6,9.6
